ID68,Wealth,weight1991,age2017,selfemployed91,Child Wage,Wage,Age,Self-employed,Wage Percentile,wage0919_p,Female,Occupation = Technical,Occupation = Manager,Occupation = Sales,Occupation = Clerical,Occupation = Craftsman,Occupation = Operatives,Occupation = Transport,Occupation = Laborers,Occupation = Farmers,Occupation = Farm Laborers,Occupation = Service,Occupation = Private,Industry = Agriculture,Industry = Mining,Industry = Construction,Industry = Manufacturing,Industry = Transportation,Industry = Retail Trade,Industry = Finance,Industry = Business,Industry = Personal,Industry = Entertainment,Industry = Professional,Industry = Public Admin,African-American,Northeast,Northcentral,South,West,Some High School,High School,Some College,College,Married,cfemale,coccTechnical,coccManager,coccSales,coccClerical,coccCraftsman,coccOperatives,coccTransport,coccLaborers,coccFarmers,coccFarmLaborers,coccService,coccPrivate,cindAgriculture,cindMining,cindConstruction,cindManufacturing,cindTransportation,cindRetailTrade,cindFinance,cindBusiness,cindPersonal,cindEntertainment,cindProfessional,cindPublic,cBlack,cNortheast,cNorthCentral,cSouth,cWest,csomeHS,cHS,csomeCollege,cCollege,cmarried,wealth_p,A1,A2,A3,A4,A5,A6,A7,A8,MedianMobility,OuterFold,Pred_Income,Pred_IncomeWealth,Pred_IncomeWealthEducation,Pred_ResourcesDemographics,Pred_Full,PredictionRevision,Pred_Full_GB,Pred_Income_Logit,Pred_Full_Logit,IncomeQuartile,WealthQuartile,IncomeQuintile,IncomeDecile,WealthDecile,High Wealth,HighAdvantage,LowAdvantage,OpportunityGroup,RevisionGroup,IncomeOnlyScoreQuintile,RevisionTercileWithinIncomeScore,MobilityBin,_g1_0,_g0_0,_g1_1,_g0_1,_g1_2,_g0_2,_g1_3,_g0_3,_g1_4,_g0_4,_g1_5,_g0_5,Disadvantaged,EducationGroup,Bottom10Predicted,RaceGroup,RegionGroup
1845,64843.618869781494,21.618,30,0.0,45457.715,70501.42,30.0,0.0,74.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.6231579842803798,0.4042483726824681,0.6218224485682922,0.5126482966544568,0.5403563072662643,-0.08280167701411556,0.5671850126028309,0.4770498697298552,0.6453744013686303,Q3,Q2,Q4,D8,D5,0.0,0.0,1.0,Middle,Middle 80%,Q4,Low revision,50–75%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some college,False,Other/non-Black,Northeast
1845,64843.618869781494,21.618,27,0.0,17851.648,70501.42,30.0,0.0,74.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2,0.6231579842803798,0.4042483726824681,0.6218224485682922,0.5126482966544568,0.5403563072662643,-0.08280167701411556,0.5671850126028309,0.4770498697298552,0.6453744013686303,Q3,Q2,Q4,D8,D5,0.0,0.0,1.0,Middle,Middle 80%,Q4,Low revision,50–75%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some college,False,Other/non-Black,Northeast
1850,39554.60751056671,19.495,29,0.0,72695.27,49963.633,35.0,0.0,57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.5440476283774269,0.33658172938787556,0.321235677327044,0.39133850595666986,0.40748443921778466,-0.13656318915964227,0.44422269100324485,0.4396478670168743,0.33163134306447634,Q3,Q2,Q3,D6,D5,0.0,0.0,1.0,Middle,Middle 80%,Q4,Low revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,High school,False,Other/non-Black,Northeast
1850,39554.60751056671,19.495,31,0.0,19301.566,49963.633,35.0,0.0,57.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0.5440476283774269,0.33658172938787556,0.321235677327044,0.39133850595666986,0.40748443921778466,-0.13656318915964227,0.44422269100324485,0.4396478670168743,0.33163134306447634,Q3,Q2,Q3,D6,D5,0.0,0.0,1.0,Middle,Middle 80%,Q4,Low revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,High school,False,Other/non-Black,Northeast
1850,-28963.483095169067,18.581,40,0.0,75450.45,41785.887,42.0,0.0,47.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.4775377047464413,0.3796109360560942,0.38636753007607694,0.3902411367587385,0.41676309572058023,-0.06077460902586107,0.4648067966931107,0.41882139310864025,0.6531474001923137,Q2,Q1,Q3,D5,D1,0.0,0.0,1.0,Middle,Middle 80%,Q3,Middle revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some college,False,Other/non-Black,Northeast
1850,-28963.483095169067,18.581,37,0.0,56917.42,41785.887,42.0,0.0,47.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.4775377047464413,0.3796109360560942,0.38636753007607694,0.3902411367587385,0.41676309572058023,-0.06077460902586107,0.4648067966931107,0.41882139310864025,0.6531474001923137,Q2,Q1,Q3,D5,D1,0.0,0.0,1.0,Middle,Middle 80%,Q3,Middle revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some college,False,Other/non-Black,Northeast
1859,250728.65962982178,24.564,33,0.0,98466.79,158907.9,41.0,0.0,98.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,77.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,0.781575389088224,0.741905180027875,0.7233033800102164,0.721078550311086,0.6607005095855467,-0.12087487950267728,0.7800416272968023,0.7604703137006266,0.7481017059803826,Q4,Q4,Q5,D10,D8,1.0,0.0,0.0,Middle,Middle 80%,Q5,Middle revision,75–90%,1,0,0,1,0,0,0,1,0,1,0,0,False,Omitted/other education,False,Other/non-Black,West
1859,115637.78698444366,19.495,33,0.0,122093.875,86349.39,35.0,0.0,83.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,0.5376176935109993,0.6983572516012612,0.6715460078850218,0.6401424245880334,0.6333745295655114,0.09575683605451213,0.6755369852137783,0.5540640139919965,0.6117532051160146,Q4,Q3,Q5,D9,D7,1.0,0.0,0.0,Middle,Middle 80%,Q4,High revision,75–90%,1,0,0,1,0,0,0,1,0,1,0,0,False,Omitted/other education,False,Other/non-Black,Northeast
1859,115637.78698444366,19.495,29,0.0,33356.797,86349.39,35.0,0.0,83.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0.5376176935109993,0.6983572516012612,0.6715460078850218,0.6401424245880334,0.6333745295655114,0.09575683605451213,0.6755369852137783,0.5540640139919965,0.6117532051160146,Q4,Q3,Q5,D9,D7,1.0,0.0,0.0,Middle,Middle 80%,Q4,High revision,75–90%,1,0,0,1,0,0,0,1,0,1,0,0,False,Omitted/other education,False,Other/non-Black,Northeast
1862,229762.5561952591,2.805,43,0.0,52035.11,53320.996,40.0,0.0,60.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.5833990449231257,0.6123980432082349,0.5768659551067599,0.6386529623149322,0.6128223986228543,0.029423353699728594,0.643624979424498,0.44985804507319943,0.4931825983428649,Q3,Q3,Q3,D6,D8,1.0,0.0,0.0,High,Middle 80%,Q4,Middle revision,75–90%,1,0,0,1,0,0,0,1,0,1,0,0,False,Some college,False,Other/non-Black,West
1866,-6484.361886978149,22.247,35,0.0,41633.05,109801.72,39.0,0.0,93.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.48402374974956713,0.4702517517348676,0.4633820327004766,0.4544703864686387,0.4983871831726636,0.014363433423096483,0.5201327492891096,0.5546112667162867,0.562469908192934,Q4,Q1,Q5,D10,D1,0.0,0.0,1.0,Low,Middle 80%,Q3,Middle revision,50–75%,0,1,0,1,0,1,0,1,0,0,0,1,False,Omitted/other education,False,Other/non-Black,South
1866,30692.646265029907,17.656,35,0.0,67864.0,70634.02,36.0,0.0,74.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0.623737459255534,0.4563447880343674,0.47179288545808307,0.4981848918797784,0.5441041612199272,-0.07963329803560681,0.560538385655936,0.4773118124442092,0.5708984143716819,Q3,Q2,Q4,D8,D4,0.0,0.0,0.0,Middle,Middle 80%,Q4,Low revision,50–75%,0,1,1,0,0,0,0,1,0,0,0,1,False,College,False,Other/non-Black,South
1867,103749.79019165039,17.656,37,0.0,121567.016,95676.18,36.0,0.0,88.0,94.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,0.7054127600707166,0.7050686188722417,0.6817556195517577,0.6769931359895752,0.6564470500205218,-0.04896571005019479,0.6055384496140813,0.5851673013623815,0.4157298083115284,Q4,Q3,Q5,D9,D6,1.0,0.0,0.0,Middle,Middle 80%,Q5,Middle revision,75–90%,1,0,0,1,0,0,0,1,0,1,0,0,False,Omitted/other education,False,Other/non-Black,South
1867,6743736.362457275,22.247,30,1.0,11337.089,10506.224,45.0,1.0,14.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,0.2377594378096292,0.34241752932621494,0.34471101556192185,0.5497348402383634,0.5973548960444972,0.35959545823486805,0.5349019827239129,0.33859972344352746,0.8171757438529627,Q1,Q4,Q1,D2,D10,1.0,0.0,0.0,High,Higher than income-only,Q1,High revision,50–75%,1,0,0,1,0,0,0,1,0,1,0,0,False,Some college,False,Other/non-Black,Northcentral
1867,6743736.362457275,22.247,27,1.0,7403.877,10506.224,45.0,1.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,0.2377594378096292,0.34241752932621494,0.34471101556192185,0.5497348402383634,0.5973548960444972,0.35959545823486805,0.5349019827239129,0.33859972344352746,0.8171757438529627,Q1,Q4,Q1,D2,D10,1.0,0.0,0.0,High,Higher than income-only,Q1,High revision,50–75%,1,0,0,1,0,0,0,1,0,1,0,0,False,Some college,False,Other/non-Black,Northcentral
1878,49713.441133499146,27.113,47,0.0,20437.646,84726.4,45.0,0.0,82.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0.606434946206742,0.6071418463490387,0.6033837857366671,0.6744135094125476,0.6325990783659107,0.026164132159168685,0.6518221512429699,0.5296725280847694,0.672982970197487,Q4,Q2,Q5,D9,D5,0.0,0.0,0.0,Middle,Middle 80%,Q4,Middle revision,75–90%,0,1,1,0,0,0,0,1,0,0,0,1,False,College,False,Other/non-Black,South
1878,111963.31524848938,27.113,36,0.0,74552.66,81067.875,47.0,0.0,80.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,61.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.5822921333072862,0.5888648890254976,0.6446865984507726,0.6618812742865602,0.6603197702777363,0.07802763697045001,0.6358512613749194,0.5201872345419308,0.6204424164307856,Q4,Q3,Q4,D8,D7,1.0,0.0,0.0,High,Middle 80%,Q4,High revision,75–90%,1,0,0,1,0,0,0,1,0,1,0,0,False,Some college,False,Other/non-Black,South
1879,268020.2913284302,20.899,48,0.0,71473.57,105329.9,47.0,0.0,91.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0.7879015028271482,0.6885287644435762,0.6750169610883562,0.6752854168631555,0.6318489042998345,-0.15605259852731368,0.6750555811696625,0.5458487196138488,0.6364735816241661,Q4,Q4,Q5,D10,D8,1.0,0.0,0.0,Middle,Middle 80%,Q5,Low revision,75–90%,1,0,0,1,0,0,0,1,0,1,0,0,False,Omitted/other education,False,Other/non-Black,South
1879,268020.2913284302,38.979,43,0.0,40391.113,47650.88,48.0,0.0,55.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.49762039701476846,0.701368885642223,0.5646609401090172,0.6204804244505824,0.5728061064254186,0.07518570941065017,0.6274248696511785,0.4322201347634044,0.610321842122383,Q3,Q4,Q3,D6,D8,1.0,0.0,0.0,High,Middle 80%,Q4,High revision,50–75%,1,0,0,1,0,0,0,1,0,1,0,0,False,Omitted/other education,False,Other/non-Black,South
1879,-2701.8174529075623,20.899,27,0.0,42419.586,24405.812,22.0,0.0,28.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.3085373486573931,0.15619059590801299,0.19935821310228707,0.14726398482798075,0.20756393694829497,-0.1009734117090981,0.20640028356388782,0.3877318537556921,0.42087978275315663,Q2,Q1,Q2,D3,D1,0.0,0.0,1.0,Low,Middle 80%,Q2,Low revision,Bottom 10%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some college,True,Other/non-Black,South
1879,-2701.8174529075623,20.899,27,0.0,21876.354,24405.812,22.0,0.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2,0.3085373486573931,0.15619059590801299,0.19935821310228707,0.14726398482798075,0.20756393694829497,-0.1009734117090981,0.20640028356388782,0.3877318537556921,0.42087978275315663,Q2,Q1,Q2,D3,D1,0.0,0.0,1.0,Low,Middle 80%,Q2,Low revision,Bottom 10%,0,1,0,1,0,1,0,1,0,0,0,1,False,Some college,True,Other/non-Black,South
1880,3512.362688779831,20.857,36,0.0,33858.92,37733.227,41.0,0.0,43.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0.36704362258398077,0.22879488120876107,0.23985372810286562,0.3470075011871916,0.3758229811039942,0.008779358520013436,0.39071165139835073,0.3985562723256006,0.5695023654704798,Q2,Q1,Q3,D5,D3,0.0,0.0,1.0,Middle,Middle 80%,Q3,Middle revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,High school,False,Other/non-Black,Northcentral
1880,3512.362688779831,20.857,37,0.0,32886.773,37733.227,41.0,0.0,43.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0.36704362258398077,0.22879488120876107,0.23985372810286562,0.3470075011871916,0.3758229811039942,0.008779358520013436,0.39071165139835073,0.3985562723256006,0.5695023654704798,Q2,Q1,Q3,D5,D3,0.0,0.0,1.0,Middle,Middle 80%,Q3,Middle revision,25–50%,0,1,0,1,0,1,0,1,0,0,0,1,False,High school,False,Other/non-Black,Northcentral
